gameweek,dayofweek,date,start_time,home_team,home_xg,score,away_xg,away_team,attendance,venue,game_detail,season,league,possession_home,possession_away,shot_on_target_home,shot_on_target_away,saves_home,saves_away
7,Tue,2015-09-22,21:00,Paris S-G,,3–0,,Guingamp,,Parc des Princes,https://fbref.com/en/matches/f3e4732b/Paris-Saint-Germain-Guingamp-September-22-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>73%</strong></div>,<div><strong>27%</strong></div>,<div>10 of 18 — <strong>56%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>4 of 4 — <strong>100%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>
7,Wed,2015-09-23,19:00,Nice,,6–1,,Bordeaux,,Stade de Nice,https://fbref.com/en/matches/20eea98d/Nice-Bordeaux-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>55%</strong></div>,<div><strong>46%</strong></div>,<div>10 of 17 — <strong>59%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>50%</strong> — 5 of 10</div>
7,Wed,2015-09-23,19:00,Gazélec Ajaccio,,1–1,,Rennes,,Stade Ange Casanova,https://fbref.com/en/matches/39dce819/Gazelec-Ajaccio-Rennes-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>2 of 13 — <strong>15%</strong></div>,<div><strong>50%</strong> — 7 of 14</div>,<div>7 of 7 — <strong>100%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
7,Wed,2015-09-23,19:00,Lyon,,2–0,,Bastia,,Matmut Stadium de Gerland,https://fbref.com/en/matches/559dc90b/Lyon-Bastia-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>7 of 14 — <strong>50%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>71%</strong> — 5 of 7</div>
7,Wed,2015-09-23,19:00,Lorient,,2–0,,Caen,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/8883935d/Lorient-Caen-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>4 of 8 — <strong>50%</strong></div>,<div><strong>14%</strong> — 2 of 14</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>50%</strong> — 2 of 4</div>
7,Wed,2015-09-23,19:00,Troyes,,0–1,,Saint-Étienne,,Stade de l'Aube,https://fbref.com/en/matches/d3fae13c/Troyes-Saint-Etienne-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>4 of 13 — <strong>31%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
7,Wed,2015-09-23,21:00,Toulouse,,1–1,,Marseille,,Stadium Municipal,https://fbref.com/en/matches/99ccea64/Toulouse-Marseille-September-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>3 of 12 — <strong>25%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>0 of 1 — <strong>0%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
7,Thu,2015-09-24,18:55,Montpellier,,2–3,,Monaco,,Stade de la Mosson,https://fbref.com/en/matches/ffb71d79/Montpellier-Monaco-September-24-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>5 of 15 — <strong>33%</strong></div>,<div><strong>38%</strong> — 5 of 13</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>100%</strong> — 5 of 5</div>
8,Fri,2015-09-25,20:30,Reims,,1–0,,Lille,,Stade Auguste-Delaune II,https://fbref.com/en/matches/9cf2869c/Reims-Lille-September-25-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>37%</strong></div>,<div><strong>63%</strong></div>,<div>5 of 10 — <strong>50%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
8,Sat,2015-09-26,17:30,Nantes,,1–4,,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/ab19d1da/Nantes-Paris-Saint-Germain-September-26-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>29%</strong></div>,<div><strong>71%</strong></div>,<div>2 of 7 — <strong>29%</strong></div>,<div><strong>50%</strong> — 7 of 14</div>,<div>3 of 7 — <strong>42%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
8,Sat,2015-09-26,20:00,Bordeaux,,3–1,,Lyon,,Stade Jacques Chaban-Delmas,https://fbref.com/en/matches/289245a3/Bordeaux-Lyon-September-26-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>47%</strong></div>,<div><strong>53%</strong></div>,<div>4 of 10 — <strong>40%</strong></div>,<div><strong>40%</strong> — 4 of 10</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
8,Sat,2015-09-26,20:00,Bastia,,3–0,,Toulouse,,Stade Armand Césari,https://fbref.com/en/matches/48b15b53/Bastia-Toulouse-September-26-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>6 of 9 — <strong>67%</strong></div>,<div><strong>28%</strong> — 5 of 18</div>,<div>5 of 5 — <strong>100%</strong></div>,<div><strong>50%</strong> — 3 of 6</div>
8,Sat,2015-09-26,20:00,Caen,,2–0,,Gazélec Ajaccio,,Stade Michel d'Ornano,https://fbref.com/en/matches/b925dd2a/Caen-Gazelec-Ajaccio-September-26-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>43%</strong></div>,<div><strong>57%</strong></div>,<div>9 of 16 — <strong>56%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>77%</strong> — 7 of 9</div>
8,Sat,2015-09-26,20:00,Rennes,,1–1,,Troyes,,Roazhon Park,https://fbref.com/en/matches/e5aba8de/Rennes-Troyes-September-26-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>5 of 19 — <strong>26%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
8,Sun,2015-09-27,14:00,Marseille,,1–2,,Angers,,Orange Vélodrome,https://fbref.com/en/matches/6089ed21/Marseille-Angers-September-27-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>71%</strong></div>,<div><strong>29%</strong></div>,<div>4 of 18 — <strong>22%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
8,Sun,2015-09-27,17:00,Guingamp,,3–3,,Monaco,,Stade du Roudourou,https://fbref.com/en/matches/25bfa00b/Guingamp-Monaco-September-27-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>7 of 17 — <strong>41%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>0 of 3 — <strong>0%</strong></div>,<div><strong>57%</strong> — 4 of 7</div>
8,Sun,2015-09-27,17:00,Montpellier,,2–1,,Lorient,,Stade de la Mosson,https://fbref.com/en/matches/4a433bf6/Montpellier-Lorient-September-27-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>44%</strong></div>,<div><strong>56%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
8,Sun,2015-09-27,21:00,Saint-Étienne,,1–4,,Nice,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/e2013d7d/Saint-Etienne-Nice-September-27-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>5 of 13 — <strong>38%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>,<div>2 of 6 — <strong>33%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
7,Tue,2015-09-29,18:30,Lille,,0–1,,Nantes,,Stade Pierre-Mauroy,https://fbref.com/en/matches/d3935a93/Lille-Nantes-September-29-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>64%</strong></div>,<div><strong>36%</strong></div>,<div>4 of 20 — <strong>20%</strong></div>,<div><strong>22%</strong> — 2 of 9</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
9,Fri,2015-10-02,20:30,Lille,,2–0,,Montpellier,,Stade Pierre-Mauroy,https://fbref.com/en/matches/d2ae736c/Lille-Montpellier-October-2-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>52%</strong></div>,<div><strong>48%</strong></div>,<div>5 of 22 — <strong>23%</strong></div>,<div><strong>33%</strong> — 3 of 9</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>60%</strong> — 3 of 5</div>
9,Sat,2015-10-03,17:30,Lyon,,1–0,,Reims,,Matmut Stadium de Gerland,https://fbref.com/en/matches/e7121653/Lyon-Reims-October-3-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>59%</strong></div>,<div><strong>41%</strong></div>,<div>6 of 17 — <strong>35%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
9,Sat,2015-10-03,20:00,Angers,,1–0,,Bastia,,Stade Raymond Kopa,https://fbref.com/en/matches/74df9f04/Angers-Bastia-October-3-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>55%</strong></div>,<div><strong>45%</strong></div>,<div>6 of 17 — <strong>35%</strong></div>,<div><strong>25%</strong> — 2 of 8</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
9,Sat,2015-10-03,20:00,Troyes,,0–1,,Guingamp,,Stade de l'Aube,https://fbref.com/en/matches/b9cdf5b4/Troyes-Guingamp-October-3-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>3 of 11 — <strong>27%</strong></div>,<div><strong>39%</strong> — 7 of 18</div>,<div>6 of 7 — <strong>85%</strong></div>,<div><strong>100%</strong> — 3 of 3</div>
9,Sat,2015-10-03,20:00,Gazélec Ajaccio,,2–2,,Toulouse,,Stade Ange Casanova,https://fbref.com/en/matches/cac7eb31/Gazelec-Ajaccio-Toulouse-October-3-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>3 of 7 — <strong>43%</strong></div>,<div><strong>42%</strong> — 5 of 12</div>,<div>4 of 5 — <strong>80%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
9,Sun,2015-10-04,14:00,Monaco,,1–1,,Rennes,,Stade Louis II.,https://fbref.com/en/matches/c9d01a07/Monaco-Rennes-October-4-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>53%</strong></div>,<div><strong>47%</strong></div>,<div>6 of 14 — <strong>43%</strong></div>,<div><strong>38%</strong> — 3 of 8</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
9,Sun,2015-10-04,17:00,Lorient,,3–2,,Bordeaux,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/2bbcef28/Lorient-Bordeaux-October-4-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>46%</strong></div>,<div><strong>54%</strong></div>,<div>4 of 7 — <strong>57%</strong></div>,<div><strong>56%</strong> — 5 of 9</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
9,Sun,2015-10-04,17:00,Caen,,1–0,,Saint-Étienne,,Stade Michel d'Ornano,https://fbref.com/en/matches/c39ea771/Caen-Saint-Etienne-October-4-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>39%</strong></div>,<div><strong>61%</strong></div>,<div>7 of 14 — <strong>50%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>3 of 3 — <strong>100%</strong></div>,<div><strong>85%</strong> — 6 of 7</div>
9,Sun,2015-10-04,21:00,Paris S-G,,2–1,,Marseille,,Parc des Princes,https://fbref.com/en/matches/84ae1b28/Paris-Saint-Germain-Marseille-October-4-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>8 of 16 — <strong>50%</strong></div>,<div><strong>62%</strong> — 8 of 13</div>,<div>6 of 8 — <strong>75%</strong></div>,<div><strong>75%</strong> — 6 of 8</div>
10,Fri,2015-10-16,20:30,Monaco,,1–1,,Lyon,,Stade Louis II.,https://fbref.com/en/matches/b3793825/Monaco-Lyon-October-16-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>30%</strong></div>,<div><strong>70%</strong></div>,<div>4 of 12 — <strong>33%</strong></div>,<div><strong>33%</strong> — 6 of 18</div>,<div>5 of 6 — <strong>83%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
10,Sat,2015-10-17,17:00,Bastia,,0–2,,Paris S-G,,Stade Armand Césari,https://fbref.com/en/matches/2fde23d2/Bastia-Paris-Saint-Germain-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>32%</strong></div>,<div><strong>69%</strong></div>,<div>2 of 6 — <strong>33%</strong></div>,<div><strong>38%</strong> — 5 of 13</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
10,Sat,2015-10-17,20:00,Saint-Étienne,,2–0,,Gazélec Ajaccio,,Stade Geoffroy-Guichard,https://fbref.com/en/matches/28aa7ffa/Saint-Etienne-Gazelec-Ajaccio-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>58%</strong></div>,<div><strong>42%</strong></div>,<div>6 of 13 — <strong>46%</strong></div>,<div><strong>0%</strong> — 0 of 4</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>66%</strong> — 4 of 6</div>
10,Sat,2015-10-17,20:00,Nantes,,3–0,,Troyes,,Stade de la Beaujoire - Louis Fonteneau,https://fbref.com/en/matches/7129e3b6/Nantes-Troyes-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>48%</strong></div>,<div><strong>52%</strong></div>,<div>4 of 18 — <strong>22%</strong></div>,<div><strong>14%</strong> — 2 of 14</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>25%</strong> — 1 of 4</div>
10,Sat,2015-10-17,20:00,Reims,,0–1,,Caen,,Stade Auguste-Delaune II,https://fbref.com/en/matches/797dbc47/Reims-Caen-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>60%</strong></div>,<div><strong>40%</strong></div>,<div>2 of 12 — <strong>17%</strong></div>,<div><strong>36%</strong> — 4 of 11</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
10,Sat,2015-10-17,20:00,Guingamp,,1–1,,Lille,,Stade du Roudourou,https://fbref.com/en/matches/a8dde01f/Guingamp-Lille-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>36%</strong></div>,<div><strong>64%</strong></div>,<div>2 of 9 — <strong>22%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>50%</strong> — 1 of 2</div>
10,Sat,2015-10-17,20:00,Toulouse,,1–2,,Angers,,Stadium Municipal,https://fbref.com/en/matches/ee5fd0a2/Toulouse-Angers-October-17-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>62%</strong></div>,<div><strong>38%</strong></div>,<div>6 of 21 — <strong>29%</strong></div>,<div><strong>71%</strong> — 5 of 7</div>,<div>3 of 5 — <strong>60%</strong></div>,<div><strong>83%</strong> — 5 of 6</div>
10,Sun,2015-10-18,14:00,Marseille,,1–1,,Lorient,,Orange Vélodrome,https://fbref.com/en/matches/c1885618/Marseille-Lorient-October-18-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>63%</strong></div>,<div><strong>37%</strong></div>,<div>8 of 21 — <strong>38%</strong></div>,<div><strong>33%</strong> — 2 of 6</div>,<div>1 of 2 — <strong>50%</strong></div>,<div><strong>100%</strong> — 8 of 8</div>
10,Sun,2015-10-18,17:00,Bordeaux,,0–0,,Montpellier,,Stade Jacques Chaban-Delmas,https://fbref.com/en/matches/8a3cc5b7/Bordeaux-Montpellier-October-18-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>3 of 16 — <strong>19%</strong></div>,<div><strong>0%</strong> — 0 of 6</div>,<div>0 of 0 — <strong>%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
10,Sun,2015-10-18,21:00,Rennes,,1–4,,Nice,,Roazhon Park,https://fbref.com/en/matches/147c8b56/Rennes-Nice-October-18-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>41%</strong></div>,<div><strong>59%</strong></div>,<div>3 of 15 — <strong>20%</strong></div>,<div><strong>58%</strong> — 7 of 12</div>,<div>3 of 7 — <strong>42%</strong></div>,<div><strong>66%</strong> — 2 of 3</div>
11,Fri,2015-10-23,18:30,Caen,,0–2,,Nantes,,Stade Michel d'Ornano,https://fbref.com/en/matches/8c109341/Caen-Nantes-October-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>4 of 16 — <strong>25%</strong></div>,<div><strong>30%</strong> — 3 of 10</div>,<div>1 of 3 — <strong>33%</strong></div>,<div><strong>100%</strong> — 4 of 4</div>
11,Fri,2015-10-23,20:30,Lyon,,3–0,,Toulouse,,Matmut Stadium de Gerland,https://fbref.com/en/matches/bae51964/Lyon-Toulouse-October-23-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>68%</strong></div>,<div><strong>32%</strong></div>,<div>8 of 20 — <strong>40%</strong></div>,<div><strong>43%</strong> — 3 of 7</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>62%</strong> — 5 of 8</div>
11,Sat,2015-10-24,17:00,Lorient,,1–1,,Rennes,,Stade Yves Allainmat - Le Moustoir,https://fbref.com/en/matches/c834f9ad/Lorient-Rennes-October-24-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>45%</strong></div>,<div><strong>55%</strong></div>,<div>5 of 10 — <strong>50%</strong></div>,<div><strong>27%</strong> — 3 of 11</div>,<div>2 of 3 — <strong>66%</strong></div>,<div><strong>80%</strong> — 4 of 5</div>
11,Sat,2015-10-24,20:00,Angers,,0–0,,Guingamp,,Stade Raymond Kopa,https://fbref.com/en/matches/3022cbd1/Angers-Guingamp-October-24-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>51%</strong></div>,<div><strong>49%</strong></div>,<div>2 of 10 — <strong>20%</strong></div>,<div><strong>20%</strong> — 2 of 10</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>100%</strong> — 2 of 2</div>
11,Sat,2015-10-24,20:00,Montpellier,,2–0,,Bastia,,Stade de la Mosson,https://fbref.com/en/matches/9d741176/Montpellier-Bastia-October-24-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>49%</strong></div>,<div><strong>51%</strong></div>,<div>3 of 10 — <strong>30%</strong></div>,<div><strong>8%</strong> — 1 of 13</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>33%</strong> — 1 of 3</div>
11,Sat,2015-10-24,20:00,Gazélec Ajaccio,,3–1,,Nice,,Stade Ange Casanova,https://fbref.com/en/matches/c19ab71e/Gazelec-Ajaccio-Nice-October-24-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>37%</strong></div>,<div><strong>64%</strong></div>,<div>5 of 13 — <strong>38%</strong></div>,<div><strong>13%</strong> — 1 of 8</div>,<div>1 of 1 — <strong>100%</strong></div>,<div><strong>40%</strong> — 2 of 5</div>
11,Sun,2015-10-25,14:00,Reims,,0–1,,Monaco,,Stade Auguste-Delaune II,https://fbref.com/en/matches/9f9c35fb/Reims-Monaco-October-25-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>56%</strong></div>,<div><strong>44%</strong></div>,<div>6 of 13 — <strong>46%</strong></div>,<div><strong>25%</strong> — 4 of 16</div>,<div>3 of 4 — <strong>75%</strong></div>,<div><strong>100%</strong> — 6 of 6</div>
11,Sun,2015-10-25,17:00,Lille,,1–2,,Marseille,,Stade Pierre-Mauroy,https://fbref.com/en/matches/2c056993/Lille-Marseille-October-25-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>51%</strong></div>,<div><strong>49%</strong></div>,<div>4 of 10 — <strong>40%</strong></div>,<div><strong>50%</strong> — 6 of 12</div>,<div>4 of 6 — <strong>66%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
11,Sun,2015-10-25,17:00,Bordeaux,,1–0,,Troyes,,Stade Jacques Chaban-Delmas,https://fbref.com/en/matches/41575207/Bordeaux-Troyes-October-25-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>54%</strong></div>,<div><strong>46%</strong></div>,<div>4 of 16 — <strong>25%</strong></div>,<div><strong>18%</strong> — 2 of 11</div>,<div>2 of 2 — <strong>100%</strong></div>,<div><strong>75%</strong> — 3 of 4</div>
11,Sun,2015-10-25,21:00,Paris S-G,,4–1,,Saint-Étienne,,Parc des Princes,https://fbref.com/en/matches/5164da67/Paris-Saint-Germain-Saint-Etienne-October-25-2015-Ligue-1,2015-2016,Ligue-1,<div><strong>71%</strong></div>,<div><strong>30%</strong></div>,<div>10 of 21 — <strong>48%</strong></div>,<div><strong>43%</strong> — 6 of 14</div>,<div>6 of 6 — <strong>100%</strong></div>,<div><strong>60%</strong> — 6 of 10</div>
